time_start,time_end,model,launch_place,target,launched,destroyed,source,category,national_origin,type,manufacturer,destroyed_ratio,year,month,day,day_of_week,latitude,longitude
2024-08-11,2024-08-11 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,57.0,53,kpszsu/posts/pfbid0ANj9EKMeX3hTcbS4B1b8iD4N8WiLmShgFaRNspgLTAeB7CCgyb3wEBAiAPEUcEwVl,UAV,iran,loitering munition,Shahed Aviation Industries,92.98,2024,8,11,Sunday,,
2024-08-11,2024-08-11 08:00,KN-23,Voronezh,Ukraine,4.0,0,kpszsu/posts/pfbid0ANj9EKMeX3hTcbS4B1b8iD4N8WiLmShgFaRNspgLTAeB7CCgyb3wEBAiAPEUcEwVl,,,,,0.0,2024,8,11,Sunday,,
2024-08-10,2024-08-10,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02C85BZwDEmvRwdBeKjrEmyRTosqJQZ2BV9phrUfFG7Wc4FcQxk3aNdcwLT1YgBwS8l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,10,Saturday,,
2024-08-09,2024-08-09 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,27.0,27,kpszsu/posts/pfbid0EwESeEmPg3oaXxR6vnrXXL63E6S8MYLFKmNNEgn69qvy6YUzBXGEmPcoVnETvrM8l,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,9,Friday,,
2024-08-09,2024-08-09,Supercam,,south,2.0,2,PvKPivden/posts/pfbid031F4ApTpBPG4p8iVfV5osrGnfVBAhXf9FhmfCwv9bm7gUe5aADuXP9hNLjiXyUH4kl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,9,Friday,,
2024-08-08,2024-08-08 08:00,X-59,Sea of Azov,south,2.0,2,kpszsu/posts/pfbid02DobWfydaT876zZy63uy3y9sR9Y36opd4wBn2JxmhdzQTmvCidKdhazDsTbmmkiRyl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,8,8,Thursday,,
2024-08-08,2024-08-08 08:00,Shahed-136/131,Yeysk,Ukraine,4.0,4,kpszsu/posts/pfbid02DobWfydaT876zZy63uy3y9sR9Y36opd4wBn2JxmhdzQTmvCidKdhazDsTbmmkiRyl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,8,Thursday,,
2024-08-08,2024-08-08 08:00,Iskander-M,Belgorod,Kharkiv oblast,2.0,0,kpszsu/posts/pfbid02DobWfydaT876zZy63uy3y9sR9Y36opd4wBn2JxmhdzQTmvCidKdhazDsTbmmkiRyl,ballistic missile,russia,TV-guided,,0.0,2024,8,8,Thursday,,
2024-08-08,2024-08-08,ZALA,,south,1.0,1,PvKPivden/posts/pfbid02S8A9EW9ATBrBcAwLH4St1LjVnHfFZg1WFJarfzCQRL1L5St335x4DG1zXawSEcPul,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,8,Thursday,,
2024-08-08,2024-08-08,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid02S8A9EW9ATBrBcAwLH4St1LjVnHfFZg1WFJarfzCQRL1L5St335x4DG1zXawSEcPul,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,8,8,Thursday,,
2024-08-07,2024-08-07 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,30.0,30,kpszsu/posts/pfbid02XttMDyV6PQPcu1FVRbSMM6FXqLr4mJeLg5ATQL28nzoqj2pTEjCDQd8taDuezuKXl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,7,Wednesday,,
2024-08-07,2024-08-07,ZALA,,south,2.0,2,PvKPivden/posts/pfbid02odLXRjaJbUnp3FBwP1Rz6xj49yiL1WMWRbihiF6pQRTN2DNc81RMtyMkY9PPWWfXl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,7,Wednesday,,
2024-08-07,2024-08-07,Orion,,south,1.0,1,PvKPivden/posts/pfbid02odLXRjaJbUnp3FBwP1Rz6xj49yiL1WMWRbihiF6pQRTN2DNc81RMtyMkY9PPWWfXl,UAV,russia,reconnaissance and armed,Kronstadt Group,100.0,2024,8,7,Wednesday,,
2024-08-06,2024-08-06 08:00,X-59,Sea of Azov,Ukraine,2.0,2,kpszsu/posts/pfbid02XttMDyV6PQPcu1FVRbSMM6FXqLr4mJeLg5ATQL28nzoqj2pTEjCDQd8taDuezuKXl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,8,6,Tuesday,,
2024-08-06,2024-08-06 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,16.0,15,kpszsu/posts/pfbid02XttMDyV6PQPcu1FVRbSMM6FXqLr4mJeLg5ATQL28nzoqj2pTEjCDQd8taDuezuKXl,UAV,iran,loitering munition,Shahed Aviation Industries,93.75,2024,8,6,Tuesday,,
2024-08-06,2024-08-06 08:00,Iskander-M/KN-23,Voronezh,Kyiv oblast,4.0,2,kpszsu/posts/pfbid02XttMDyV6PQPcu1FVRbSMM6FXqLr4mJeLg5ATQL28nzoqj2pTEjCDQd8taDuezuKXl,,,,,50.0,2024,8,6,Tuesday,,
2024-08-06,2024-08-06,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02qr6UtD8PTqFk6AZNYnMKZyAtPBi6PTNUyr6FSYF4Sy7kHxM1UycBjCTQmAt1Y74Wl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,6,Tuesday,,
2024-08-05,2024-08-05 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,24.0,24,kpszsu/posts/pfbid0B8qvy5Wh2T3KauprefA3trFtg7ffjnBhYsitFhxQQNygjC6D6qWGUGPAdHSY218Pl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,5,Monday,,
2024-08-05,2024-08-05,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0eVtQBxEscNdyYgKXDWFArFFLnb4NNRk6awrCQCwwTbbWxHpivcTchETxfguWbKAkl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,5,Monday,,
2024-08-05,2024-08-05,X-59,,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid0eVtQBxEscNdyYgKXDWFArFFLnb4NNRk6awrCQCwwTbbWxHpivcTchETxfguWbKAkl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,8,5,Monday,,
2024-08-05,2024-08-05,X-59,,Kherson oblast,1.0,0,PvKPivden/posts/pfbid0eVtQBxEscNdyYgKXDWFArFFLnb4NNRk6awrCQCwwTbbWxHpivcTchETxfguWbKAkl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,8,5,Monday,,
2024-08-05,2024-08-05,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid0eVtQBxEscNdyYgKXDWFArFFLnb4NNRk6awrCQCwwTbbWxHpivcTchETxfguWbKAkl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,8,5,Monday,,
2024-08-05,2024-08-05,Iskander-M,Crimea,Mykolaiv oblast,2.0,0,PvKPivden/posts/pfbid0eVtQBxEscNdyYgKXDWFArFFLnb4NNRk6awrCQCwwTbbWxHpivcTchETxfguWbKAkl,ballistic missile,russia,TV-guided,,0.0,2024,8,5,Monday,45.00434,35.83079
2024-08-04,2024-08-04 08:00,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0tmG81fC9RQQJpX5LtXJmHYEVLpRWeFE6NYJkyxaafo9Fd2Q3MB5gGCavRDaQmc2xl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,4,Sunday,,
2024-08-04,2024-08-04 08:00,X-59,Kursk,Poltava oblast,2.0,0,kpszsu/posts/pfbid0k5arWxMZn3rF7uKKRYzQbR7Vnfz1Gx68V3jrjpeu2w6D5wKx3x4fC939whcx3YcAl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,8,4,Sunday,51.7309249,36.1923123
2024-08-04,2024-08-04 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,5.0,5,kpszsu/posts/pfbid0k5arWxMZn3rF7uKKRYzQbR7Vnfz1Gx68V3jrjpeu2w6D5wKx3x4fC939whcx3YcAl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,4,Sunday,46.043181,38.1554803
2024-08-04,2024-08-04 08:00,Lancet,,south,2.0,2,PvKPivden/posts/pfbid0tmG81fC9RQQJpX5LtXJmHYEVLpRWeFE6NYJkyxaafo9Fd2Q3MB5gGCavRDaQmc2xl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,8,4,Sunday,,
2024-08-04,2024-08-04 08:00,C-300,,Kharkiv oblast,2.0,0,kpszsu/posts/pfbid0k5arWxMZn3rF7uKKRYzQbR7Vnfz1Gx68V3jrjpeu2w6D5wKx3x4fC939whcx3YcAl,surface-to-air missile,russia,,,0.0,2024,8,4,Sunday,,
2024-08-03,2024-08-03 08:00,X-31P,Black Sea,Odesa oblast,2.0,0,kpszsu/posts/pfbid0B8qvy5Wh2T3KauprefA3trFtg7ffjnBhYsitFhxQQNygjC6D6qWGUGPAdHSY218Pl,cruise missile,russia,anti-radiation,,0.0,2024,8,3,Saturday,43.87282395,33.99380770501095
2024-08-03,2024-08-03 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,29.0,24,kpszsu/posts/pfbid0B8qvy5Wh2T3KauprefA3trFtg7ffjnBhYsitFhxQQNygjC6D6qWGUGPAdHSY218Pl,UAV,iran,loitering munition,Shahed Aviation Industries,82.76,2024,8,3,Saturday,46.043181,38.1554803
2024-08-03,2024-08-03 08:00,C-300,Donetsk,east,2.0,0,kpszsu/posts/pfbid0B8qvy5Wh2T3KauprefA3trFtg7ffjnBhYsitFhxQQNygjC6D6qWGUGPAdHSY218Pl,surface-to-air missile,russia,,,0.0,2024,8,3,Saturday,48.0158753,37.8013407
2024-08-03,2024-08-03,ZALA,,south,3.0,3,PvKPivden/posts/pfbid0E5kw4FfyvXkxUtwFQ4SLKPpJuWd2HjmMZR9Wik1TRsUn3N9D1FgCAuSJ5PQwH3q2l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,3,Saturday,,
2024-08-03,2024-08-03,Supercam,,south,2.0,2,PvKPivden/posts/pfbid0E5kw4FfyvXkxUtwFQ4SLKPpJuWd2HjmMZR9Wik1TRsUn3N9D1FgCAuSJ5PQwH3q2l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,3,Saturday,,
2024-08-02,2024-08-02 08:00,Shahed-136/131,,south,1.0,1,PvKPivden/posts/pfbid02F8Uagmr7JiQSy8Z2ANq812MMCKjAaPzRm1qqtpXk2aLQ5a9CsCAYYy9SZ6ckLaaDl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,ZALA,,south,3.0,3,PvKPivden/posts/pfbid026rHEoMCNnQ46PpizDtYgZrp37txqCwC2MD453E3sbuDWftKxCEXVA3hoXpHD6Yacl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,ZALA,,south,1.0,1,PvKPivden/posts/pfbid0tmG81fC9RQQJpX5LtXJmHYEVLpRWeFE6NYJkyxaafo9Fd2Q3MB5gGCavRDaQmc2xl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,Supercam,,south,2.0,2,PvKPivden/posts/pfbid026rHEoMCNnQ46PpizDtYgZrp37txqCwC2MD453E3sbuDWftKxCEXVA3hoXpHD6Yacl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,Supercam,,south,1.0,1,PvKPivden/posts/pfbid0tmG81fC9RQQJpX5LtXJmHYEVLpRWeFE6NYJkyxaafo9Fd2Q3MB5gGCavRDaQmc2xl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid0tmG81fC9RQQJpX5LtXJmHYEVLpRWeFE6NYJkyxaafo9Fd2Q3MB5gGCavRDaQmc2xl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,8,2,Friday,,
2024-08-02,2024-08-02,Iskander-M,Crimea,Odesa oblast,3.0,0,PvKPivden/posts/pfbid026rHEoMCNnQ46PpizDtYgZrp37txqCwC2MD453E3sbuDWftKxCEXVA3hoXpHD6Yacl,ballistic missile,russia,TV-guided,,0.0,2024,8,2,Friday,45.00434,35.83079
2024-08-01,2024-08-01 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,7.0,7,kpszsu/posts/pfbid031JDZhX2SEY7Yy8xMhhGWY22EfXVLRtHbuXy6nmh1jBmMQ3tnyP6Cjyxn8NjZaopdl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,8,1,Thursday,45.004342,35.8307884
2024-08-01,2024-08-01 08:00,Iskander-M,Crimea,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid0n8QKqHJreamFdfncjuWTsjqVC6za14YQhTx81rQvZs1u1Zg8sVqGLLL41EwrJeaFl,ballistic missile,russia,TV-guided,,0.0,2024,8,1,Thursday,45.00434,35.83079
2024-08-01,2024-08-01 08:00,Iskander-M,Voronezh,east,1.0,0,kpszsu/posts/pfbid031JDZhX2SEY7Yy8xMhhGWY22EfXVLRtHbuXy6nmh1jBmMQ3tnyP6Cjyxn8NjZaopdl,ballistic missile,russia,TV-guided,,0.0,2024,8,1,Thursday,51.6605982,39.2005858
2024-08-01,2024-08-01,Unknown UAV,,east,4.0,4,kpszsu/posts/pfbid02msmXwNZ6VdHBxLJ6y8KGs8qjhWx1XYfgUNevTXkp2kvgEAx7qNf6wZcWcbpdezxjl,UAV,,,,100.0,2024,8,1,Thursday,,
2024-08-01,2024-08-01,Supercam,,south,2.0,2,PvKPivden/posts/pfbid02F8Uagmr7JiQSy8Z2ANq812MMCKjAaPzRm1qqtpXk2aLQ5a9CsCAYYy9SZ6ckLaaDl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,8,1,Thursday,,
2024-08-01,2024-08-01,Orlan-10,,east,1.0,1,kpszsu/posts/pfbid02msmXwNZ6VdHBxLJ6y8KGs8qjhWx1XYfgUNevTXkp2kvgEAx7qNf6wZcWcbpdezxjl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,8,1,Thursday,,
2024-08-01,2024-08-01,Lancet,,south,3.0,3,PvKPivden/posts/pfbid02F8Uagmr7JiQSy8Z2ANq812MMCKjAaPzRm1qqtpXk2aLQ5a9CsCAYYy9SZ6ckLaaDl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,8,1,Thursday,,
2024-07-31,2024-07-31 08:00,X-59,Melitopol,Mykolaiv oblast,1.0,1,kpszsu/posts/pfbid0G3fLiE2KB7dXxLECn4oFdMnVjCDfX3eTRjdtqKJt4fzboWZCkWfAy39e8W9ezVhjl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,7,31,Wednesday,46.8467267,35.3827281
2024-07-31,2024-07-31 08:00,Shahed-136/131,Primorsko-Akhtarsk,Kyiv oblast,89.0,89,kpszsu/posts/pfbid0G3fLiE2KB7dXxLECn4oFdMnVjCDfX3eTRjdtqKJt4fzboWZCkWfAy39e8W9ezVhjl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,7,31,Wednesday,46.043181,38.1554803
2024-07-31,2024-07-31,ZALA,,south,5.0,5,PvKPivden/posts/pfbid0n8QKqHJreamFdfncjuWTsjqVC6za14YQhTx81rQvZs1u1Zg8sVqGLLL41EwrJeaFl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,31,Wednesday,,
2024-07-31,2024-07-31,Supercam,,south,1.0,1,PvKPivden/posts/pfbid0n8QKqHJreamFdfncjuWTsjqVC6za14YQhTx81rQvZs1u1Zg8sVqGLLL41EwrJeaFl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,31,Wednesday,,
2024-07-29,2024-07-29 08:00,X-59/X-69,Donetsk,Ukraine,1.0,1,kpszsu/posts/pfbid024L9yS1ARRoXsycvqh2FJkA9CNWzHev72QJnPLkh1xLNsVYs1vq9Ds2xsDP8dW7otl,cruise missile,russia,,,100.0,2024,7,29,Monday,48.0158753,37.8013407
2024-07-29,2024-07-29 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,10.0,9,kpszsu/posts/pfbid024L9yS1ARRoXsycvqh2FJkA9CNWzHev72QJnPLkh1xLNsVYs1vq9Ds2xsDP8dW7otl,UAV,iran,loitering munition,Shahed Aviation Industries,90.0,2024,7,29,Monday,45.004342,35.8307884
2024-07-29,2024-07-29,ZALA,,south,3.0,3,PvKPivden/posts/pfbid02fQCAjTTkUNXoGbhh8GpWdL5FqfoqHPTY7moGWspvZmtAcdRx3uhUmoMY5gFqdQA7l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,29,Monday,,
2024-07-29,2024-07-29,ZALA,,east,1.0,1,kpszsu/posts/pfbid02m34PU3PD5cJkG9ewP5rMEosHTy5ckozisa2d8uToQCegYsvRWhPq416tXkUV7uuml,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,29,Monday,,
2024-07-29,2024-07-29,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02fQCAjTTkUNXoGbhh8GpWdL5FqfoqHPTY7moGWspvZmtAcdRx3uhUmoMY5gFqdQA7l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,29,Monday,,
2024-07-29,2024-07-29,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid02fQCAjTTkUNXoGbhh8GpWdL5FqfoqHPTY7moGWspvZmtAcdRx3uhUmoMY5gFqdQA7l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,29,Monday,,
2024-07-29,2024-07-29,Orlan-10,,east,1.0,1,kpszsu/posts/pfbid02m34PU3PD5cJkG9ewP5rMEosHTy5ckozisa2d8uToQCegYsvRWhPq416tXkUV7uuml,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,29,Monday,,
2024-07-28,2024-07-28 08:00,X-59,,Ukraine,1.0,1,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,7,28,Sunday,,
2024-07-28,2024-07-28 08:00,Shahed-136/131,"Chauda, Crimea",Odesa oblast,8.0,7,kpszsu/posts/pfbid02QKrbhC8nRgEX8PAHbtpB1EfGQeypaJyKYFZxSeBa7m7mWtZr6G3XQg6oBEjFLRR7l,UAV,iran,loitering munition,Shahed Aviation Industries,87.5,2024,7,28,Sunday,45.004342,35.8307884
2024-07-28,2024-07-28 08:00,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid0g1gmJqjN757Ed4b5f6on6AUV9zrj4GGTYLc27du3p7JwstMYTamTm8mfEYLA1mwYl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,28,Sunday,,
2024-07-28,2024-07-28,Картограф,,south,1.0,1,PvKPivden/posts/pfbid02vE1DZ4VPXY3SAZhpDvhPCSQcQi2k7EnWKYCRNCjg81BV6ccvewor16oS8UDPB3MWl,,,,,100.0,2024,7,28,Sunday,,
2024-07-28,2024-07-28,Supercam,,south,1.0,1,PvKPivden/posts/pfbid02vE1DZ4VPXY3SAZhpDvhPCSQcQi2k7EnWKYCRNCjg81BV6ccvewor16oS8UDPB3MWl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,28,Sunday,,
2024-07-28,2024-07-28,Orlan-10,,south,1.0,1,PvKPivden/posts/pfbid02vE1DZ4VPXY3SAZhpDvhPCSQcQi2k7EnWKYCRNCjg81BV6ccvewor16oS8UDPB3MWl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,28,Sunday,,
2024-07-27,2024-07-27 08:00,X-59/X-69,Tokmak,Ukraine,1.0,1,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,cruise missile,russia,,,100.0,2024,7,27,Saturday,47.15,35.42
2024-07-27,2024-07-27 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,4.0,4,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,7,27,Saturday,46.043181,38.1554803
2024-07-27,2024-07-27,X-59,,south,1.0,1,PvKPivden/posts/pfbid0g1gmJqjN757Ed4b5f6on6AUV9zrj4GGTYLc27du3p7JwstMYTamTm8mfEYLA1mwYl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,7,27,Saturday,,
2024-07-27,2024-07-27,Supercam,,south,1.0,1,PvKPivden/posts/pfbid0g1gmJqjN757Ed4b5f6on6AUV9zrj4GGTYLc27du3p7JwstMYTamTm8mfEYLA1mwYl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,27,Saturday,,
2024-07-27,2024-07-27,Orlan-10,,south,2.0,2,PvKPivden/posts/pfbid0g1gmJqjN757Ed4b5f6on6AUV9zrj4GGTYLc27du3p7JwstMYTamTm8mfEYLA1mwYl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,27,Saturday,,
2024-07-26,2024-07-26 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,22.0,20,kpszsu/posts/pfbid0yZQzo2puuDY25njJMf4vdCBb1LF3i1roDjdcuBVTGTH4ttecnV6uKe7omF9Vj13ol,UAV,iran,loitering munition,Shahed Aviation Industries,90.91,2024,7,26,Friday,45.004342,35.8307884
2024-07-26,2024-07-26 08:00,Iskander-M,Rostov,Donetsk oblast,1.0,0,kpszsu/posts/pfbid0yZQzo2puuDY25njJMf4vdCBb1LF3i1roDjdcuBVTGTH4ttecnV6uKe7omF9Vj13ol,ballistic missile,russia,TV-guided,,0.0,2024,7,26,Friday,47.6222451,40.7957942
2024-07-26,2024-07-26,Unknown UAV,,Ukraine,1.0,1,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,UAV,,,,100.0,2024,7,26,Friday,,
2024-07-26,2024-07-26,Supercam,,Ukraine,4.0,4,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,26,Friday,,
2024-07-26,2024-07-26,Lancet,,Ukraine,2.0,2,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,7,26,Friday,,
2024-07-26,2024-07-26,Forpost,,Ukraine,1.0,1,kpszsu/posts/pfbid036VR6s4kFduazrTS4qnuS1Pk8XsRE7pegqRy8TXceg59bsQw4ozCToGFN7XiYxFyVl,UAV,russia,reconnaissance,,100.0,2024,7,26,Friday,,
2024-07-25,2024-07-25 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,38.0,25,kpszsu/posts/pfbid0gE2RpoTVevKaWTixbwhzQ3GEsP1PJiTU5QzS4DSHYx8zzHzvVPaNngtu9k93kE4pl,UAV,iran,loitering munition,Shahed Aviation Industries,65.79,2024,7,25,Thursday,46.043181,38.1554803
2024-07-25,2024-07-25,ZALA,,south,3.0,3,PvKPivden/posts/pfbid025A6WSL1n7AwYgdUgbFZgG4Rjp3vYqSVwyaYGCgEdic5SHef1AjTtgBTq5w63n3U2l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,25,Thursday,,
2024-07-25,2024-07-25,ZALA,,east,2.0,2,pvkshid/posts/pfbid0213FfgL3mboe6MXThcwKpHS9GaG8e41kNRL4iv5gYgn48GvLkvc4NeZATr7rvdcp8l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,25,Thursday,,
2024-07-25,2024-07-25,Supercam,,south,1.0,1,PvKPivden/posts/pfbid025A6WSL1n7AwYgdUgbFZgG4Rjp3vYqSVwyaYGCgEdic5SHef1AjTtgBTq5w63n3U2l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,25,Thursday,,
2024-07-25,2024-07-25,Supercam,,east,2.0,2,pvkshid/posts/pfbid0213FfgL3mboe6MXThcwKpHS9GaG8e41kNRL4iv5gYgn48GvLkvc4NeZATr7rvdcp8l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,25,Thursday,,
2024-07-25,2024-07-25,Orlan-10,,east,2.0,2,pvkshid/posts/pfbid0213FfgL3mboe6MXThcwKpHS9GaG8e41kNRL4iv5gYgn48GvLkvc4NeZATr7rvdcp8l,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,7,25,Thursday,,
2024-07-24,2024-07-24 08:00,Unknown Missile,Belgorod,Kharkiv oblast,1.0,0,kpszsu/posts/pfbid0jPpqef36FzgXKf5JYBFfXSXZzTko5GN9fkcS5JiD6FiyMNZAkDVfmthnWUQvTnzPl,cruise missile,,,,0.0,2024,7,24,Wednesday,50.5955595,36.5873394
2024-07-24,2024-07-24 08:00,Shahed-136/131,Primorsko-Akhtarsk,Odesa oblast,23.0,17,kpszsu/posts/pfbid0jPpqef36FzgXKf5JYBFfXSXZzTko5GN9fkcS5JiD6FiyMNZAkDVfmthnWUQvTnzPl,UAV,iran,loitering munition,Shahed Aviation Industries,73.91,2024,7,24,Wednesday,46.043181,38.1554803
2024-07-24,2024-07-24 08:00,Iskander-M,Belgorod,Kharkiv oblast,1.0,0,kpszsu/posts/pfbid0jPpqef36FzgXKf5JYBFfXSXZzTko5GN9fkcS5JiD6FiyMNZAkDVfmthnWUQvTnzPl,ballistic missile,russia,TV-guided,,0.0,2024,7,24,Wednesday,50.5955595,36.5873394
2024-07-23,2024-07-23 08:00,X-69,Kursk,Sumy oblast,1.0,0,kpszsu/posts/pfbid0UXcTqq3Wcy2SQozKbdG9BF8NSiYdYGb2iRCCp9M7FpzFkrJT8SjcGv3eirQtQpXQl,cruise missile,russia,air-launched,Tactical Missiles Corporation,0.0,2024,7,23,Tuesday,51.7309249,36.1923123
2024-07-23,2024-07-23 08:00,Shahed-136/131,Kursk,Sumy oblast,8.0,7,kpszsu/posts/pfbid0UXcTqq3Wcy2SQozKbdG9BF8NSiYdYGb2iRCCp9M7FpzFkrJT8SjcGv3eirQtQpXQl,UAV,iran,loitering munition,Shahed Aviation Industries,87.5,2024,7,23,Tuesday,51.7309249,36.1923123
2024-07-23,2024-07-23,ZALA,,south,4.0,4,PvKPivden/posts/pfbid02pNuNTtvNDkKbqdJQxeL8xAUW9vLmsZAna9HS78Hc6ntSqzAs3F9ffcmyWk1SEcNPl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,7,23,Tuesday,,
2024-07-23,2024-07-23,Supercam,,south,2.0,2,PvKPivden/posts/pfbid02pNuNTtvNDkKbqdJQxeL8xAUW9vLmsZAna9HS78Hc6ntSqzAs3F9ffcmyWk1SEcNPl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,7,23,Tuesday,,
