time_start,time_end,model,launch_place,target,launched,destroyed,source,category,national_origin,type,manufacturer,destroyed_ratio,year,month,day,day_of_week,latitude,longitude
2024-02-20,2024-02-20 08:00,X-31,Tokmak,Ukraine,1.0,0,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl,cruise missile,russia,air-to-surface,,0.0,2024,2,20,Tuesday,47.15,35.42
2024-02-20,2024-02-20 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,23.0,23,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,2,20,Tuesday,46.043181,38.1554803
2024-02-20,2024-02-20 08:00,C-300/C-400,Belgorod,Ukraine,2.0,0,kpszsu/posts/pfbid02WvDkLTfiuX67K78F5qiXfYyMD4mXEVbpM2GUQrWvADomXhaC2YtZ4ibZP33HD7MSl,surface-to-air missile,russia,,,0.0,2024,2,20,Tuesday,50.5955595,36.5873394
2024-02-19,2024-02-19 18:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid0EmdoSNKaoPiswzQr4iNrxbraDHDkZBZgbyhRUNu6YrzLwLAChscEhDhezVbPjGA6l,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,19,Monday,,
2024-02-19,2024-02-19 08:00,Shahed-136/131,Belgorod,Kharkiv oblast,4.0,4,kpszsu/posts/pfbid02EPTspma554xro9Bi3n1rZFV6jWhod8DfhB7cscNXrkiqjN71Ldo1RywnhHw8TBPWl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,2,19,Monday,50.5955595,36.5873394
2024-02-19,2024-02-19,Lancet,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0GEP8VdzhDTfJdPw1RTnaHgvcP255LiJraNmNqubr1EPPzKzjAd5xQUPEigTYtu7tl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,2,19,Monday,,
2024-02-18,2024-02-18 08:00,X-59,Tokmak,Ukraine,1.0,1,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,18,Sunday,47.15,35.42
2024-02-18,2024-02-18 08:00,X-22,Voronezh,Ukraine,3.0,0,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl,cruise missile,russia,air-to-surface,,0.0,2024,2,18,Sunday,51.6605982,39.2005858
2024-02-18,2024-02-18 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,14.0,12,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl,UAV,iran,loitering munition,Shahed Aviation Industries,85.71,2024,2,18,Sunday,46.043181,38.1554803
2024-02-18,2024-02-18 08:00,C-300,Donetsk,Ukraine,6.0,0,kpszsu/posts/pfbid0ApWdShcDQH8Bh5h1rYFdVii1jPtudW7QN5jnz48rHVMN5veXbHu6hMspC9vJmrVWl,surface-to-air missile,russia,,,0.0,2024,2,18,Sunday,48.0158753,37.8013407
2024-02-17,2024-02-17 18:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid02Qe1ANri3GnuS4teqWxCGxGFj9UXLfN63LJWPMXSj9WwA4dvw3E1y6DpPM83ZvwvFl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,17,Saturday,,
2024-02-17,2024-02-17,ZALA,,Kherson oblast,1.0,1,PvKPivden/videos/698815895479087/,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,2,17,Saturday,,
2024-02-17,2024-02-17,Supercam,,Kherson oblast,1.0,1,PvKPivden/videos/698815895479087/,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,2,17,Saturday,,
2024-02-16,2024-02-16 18:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid02h5qtvVHRyWUw8unX1A9L37FEwcxqW9LqY4A7ByHLquj2J73MCvCcZikJ2tN2k4sTl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,16,Friday,,
2024-02-15,2024-02-15 08:00,X-59,Kursk,Zaporizhzhia oblast,4.0,2,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,50.0,2024,2,15,Thursday,51.7309249,36.1923123
2024-02-15,2024-02-15 08:00,X-101/X-555,"Engels-2, Caspian Sea",Ukraine,12.0,8,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl,cruise missile,russia,air-launched,,66.67,2024,2,15,Thursday,,
2024-02-15,2024-02-15 08:00,Kalibr,Black Sea,Ukraine,2.0,2,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl,cruise missile,russia,,,100.0,2024,2,15,Thursday,43.87282395,33.99380770501095
2024-02-15,2024-02-15 08:00,Iskander-M/KN-23,Voronezh,east,6.0,1,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl,,,,,16.67,2024,2,15,Thursday,51.6605982,39.2005858
2024-02-15,2024-02-15 08:00,C-300,Belgorod,east,2.0,0,kpszsu/posts/pfbid028Z8RHVZfwd5HXBw3PpiY3Jsx2iLSMYx33xC8hF1CxpnBbZNXnkrGDmdqZwXfvisMl,surface-to-air missile,russia,,,0.0,2024,2,15,Thursday,50.5955595,36.5873394
2024-02-13,2024-02-13 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,23.0,16,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil,UAV,iran,loitering munition,Shahed Aviation Industries,69.57,2024,2,13,Tuesday,46.043181,38.1554803
2024-02-13,2024-02-13,X-59,,Odesa oblast,1.0,1,PvKPivden/posts/pfbid0iaZE2vXM1iRrcW3LMtKzCY1ivEwKz49QvyrNq9jqc1T31B7LABUwxCZCiM2jLCE4l,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,13,Tuesday,,
2024-02-13,2024-02-13,Lancet,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid0iaZE2vXM1iRrcW3LMtKzCY1ivEwKz49QvyrNq9jqc1T31B7LABUwxCZCiM2jLCE4l,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,2,13,Tuesday,,
2024-02-12,2024-02-12 08:00,X-59,Tokmak,Dnipropetrovsk oblast,1.0,1,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,12,Monday,47.15,35.42
2024-02-12,2024-02-12 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,17.0,14,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil,UAV,iran,loitering munition,Shahed Aviation Industries,82.35,2024,2,12,Monday,46.043181,38.1554803
2024-02-12,2024-02-12 08:00,C-300,Belgorod,Ukraine,,0,kpszsu/posts/pfbid092YHXsyxst16bNarqgCak3exMxrEkeV7qLqTtJFRpZL2rmuC1RBpjAAUmSNocQyil,surface-to-air missile,russia,,,,2024,2,12,Monday,50.5955595,36.5873394
2024-02-11,2024-02-11 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,45.0,40,kpszsu/posts/pfbid0Duq7f8V9PZsC28w6fA73sWt7CrPDT9cWH3ezkvLFqTUwi6GTxcVTMCBUHaiUvvs4l,UAV,iran,loitering munition,Shahed Aviation Industries,88.89,2024,2,11,Sunday,45.004342,35.8307884
2024-02-10,2024-02-10 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,31.0,23,kpszsu/posts/pfbid02Mv5hvgc2J5KXm5rk58r1LALYPGpCExHnvbcyL12LASSCKFnzXxQGrywoDiukCHUQl,UAV,iran,loitering munition,Shahed Aviation Industries,74.19,2024,2,10,Saturday,45.004342,35.8307884
2024-02-09,2024-02-09 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,16.0,10,kpszsu/posts/pfbid0a7SGPMHLwM7fxB6kjZLhaambn3LCE8oazHw56Ee9RfDLV35BmfDMF5JT5NqYzg5el,UAV,iran,loitering munition,Shahed Aviation Industries,62.5,2024,2,9,Friday,45.004342,35.8307884
2024-02-09,2024-02-09,ZALA,,Kherson oblast,1.0,1,kpszsu/videos/371870688887786/,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,2,9,Friday,,
2024-02-09,2024-02-09,Supercam,,Kherson oblast,1.0,1,kpszsu/videos/371870688887786/,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,2,9,Friday,,
2024-02-08,2024-02-08 17:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid02umb7PypHgbAg6CWqimnN6RpgmbkJgVE6Z3DNKpizc5cvXa1RiXRZKzHTXenMabhQl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,8,Thursday,,
2024-02-08,2024-02-08 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,17.0,11,kpszsu/posts/pfbid02KprdqYegc71aPw7rDvLmaZNUwwNCsxJaMVwhHURbkaF3LsMWFe1zmALaao5Bvy2ul,UAV,iran,loitering munition,Shahed Aviation Industries,64.71,2024,2,8,Thursday,45.004342,35.8307884
2024-02-07,2024-02-07 08:00,X-22,"Sevastopol, Crimea",Ukraine,4.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,cruise missile,russia,air-to-surface,,0.0,2024,2,7,Wednesday,44.7705724,34.22935804574608
2024-02-07,2024-02-07 08:00,X-101/X-555,"Engels-2, Caspian Sea",Ukraine,29.0,26,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,cruise missile,russia,air-launched,,89.66,2024,2,7,Wednesday,,
2024-02-07,2024-02-07 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,20.0,15,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,UAV,iran,loitering munition,Shahed Aviation Industries,75.0,2024,2,7,Wednesday,45.004342,35.8307884
2024-02-07,2024-02-07 08:00,Kalibr,Black Sea,Ukraine,3.0,3,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,cruise missile,russia,,,100.0,2024,2,7,Wednesday,43.87282395,33.99380770501095
2024-02-07,2024-02-07 08:00,Iskander-M,"Cape Tarkhankut, Crimea",Ukraine,3.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,ballistic missile,russia,TV-guided,,0.0,2024,2,7,Wednesday,,
2024-02-07,2024-02-07 08:00,C-300,Belgorod,Ukraine,5.0,0,kpszsu/posts/pfbid029LzXiGA1TnMC3AwB1iHk1uBdPsmPhbEQQuJtFPfbdZ88scQhGsYCsHgeq97mVp6Al,surface-to-air missile,russia,,,0.0,2024,2,7,Wednesday,50.5955595,36.5873394
2024-02-06,2024-02-06 17:00,X-59,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid023Ec6Wc3LuTNVC5hBYgW86eSVwbMJq6V3GuxeoXZ88Eo7n6gsxCo8m1sjoUSYafSUl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,6,Tuesday,,
2024-02-03,2024-02-03 17:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid0RRY5mtYD3eGhxmNKDnZHvvYMVpNsjscCNbFrzG6Q2PDCMfFjuHr4F7jXrTGLpTial,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,2,3,Saturday,,
2024-02-03,2024-02-03 08:00,X-59,Belgorod,Ukraine,2.0,0,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,2,3,Saturday,50.5955595,36.5873394
2024-02-03,2024-02-03 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,14.0,9,kpszsu/posts/pfbid08pXFdzveX7n96E6BMobaZnFPYynQyQghuJeAkSa8sLZ7RtFQe6BFX6XWtdZTEYZRl,UAV,iran,loitering munition,Shahed Aviation Industries,64.29,2024,2,3,Saturday,46.043181,38.1554803
2024-02-02,2024-02-02 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,24.0,11,kpszsu/posts/pfbid0ewZBVc99yGpzKcAddaya8KLtpbYiEwVmc7zk8MdCqiW7RGMjhwQhW3aVZqMj8574l,UAV,iran,loitering munition,Shahed Aviation Industries,45.83,2024,2,2,Friday,46.043181,38.1554803
2024-02-02,2024-02-02,ZALA,,Kherson oblast,1.0,1,PvKPivden/videos/268333196282569/,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,2,2,Friday,,
2024-02-01,2024-02-01 08:00,Shahed-136/131,,Kharkiv oblast,4.0,2,kpszsu/posts/pfbid0SizxRTnGsH1SczKkRDaraA83ZE4eKgXMSu2eKGtYn3zd1dw9U4K1bL2q5mBzC38Cl,UAV,iran,loitering munition,Shahed Aviation Industries,50.0,2024,2,1,Thursday,,
2024-02-01,2024-02-01,Orlan-10,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0SoNKjZyG1FT3qkLe3TXFwHvofyVBV4Lz33iWXzdj3xNn6izGeN9jdkT2CcMuj7Aal,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,2,1,Thursday,,
2024-01-31,2024-01-31 16:00,X-59,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid02PYS81jNzVaJH6d2Z7AexGQZeSFKhAzLthSWBUoNidH7ddK8VEoRgzPCmqv7UjMLpl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,31,Wednesday,,
2024-01-31,2024-01-31 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,20.0,14,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l,UAV,iran,loitering munition,Shahed Aviation Industries,70.0,2024,1,31,Wednesday,46.043181,38.1554803
2024-01-31,2024-01-31 08:00,C-300,Crimea,Ukraine,3.0,0,kpszsu/posts/pfbid02oeKhuszDd7soPdvpe5Ed1kbDQ24wAKdZbA3GPHhLAt7E8kUmNLosYzbuQyQGWe83l,surface-to-air missile,russia,,,0.0,2024,1,31,Wednesday,45.00434,35.83079
2024-01-31,2024-01-31,Merlin-VR,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl,UAV,russia,reconnaissance,,100.0,2024,1,31,Wednesday,,
2024-01-31,2024-01-31,Lancet,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid02TuoS7vN8JwmwVUHDoPPbCDVLTUfz2B8ox9fJ9YgXBu2GR1Mfr4AsbR5wwspC7ucKl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,1,31,Wednesday,,
2024-01-30,2024-01-30 18:00,Merlin-VR,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid02urAppSCWm4Jvsd74ZruPZ7uX92qqosiKjwqmE3ctGRZpPo3uUqCpSAv1kfLt6mRwl,UAV,russia,reconnaissance,,100.0,2024,1,30,Tuesday,,
2024-01-30,2024-01-30 08:00,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0GkQN22Gzr7MxVx6xauUfRTfYzj7scstqYQXohXPv2W42A9LUDxNcPqTz1r7rBhVHl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,1,30,Tuesday,,
2024-01-30,2024-01-30 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,35.0,15,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l,UAV,iran,loitering munition,Shahed Aviation Industries,42.86,2024,1,30,Tuesday,46.043181,38.1554803
2024-01-30,2024-01-30 08:00,C-300,Donetsk,Donetsk oblast,2.0,0,kpszsu/posts/pfbid0V4kGwfzqK6poPcUhNwnEfVsSnTE37KbHivqoRC3KuokjjBA4fepJaQdDmY13krU4l,surface-to-air missile,russia,,,0.0,2024,1,30,Tuesday,48.0158753,37.8013407
2024-01-29,2024-01-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,8.0,8,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,1,29,Monday,46.043181,38.1554803
2024-01-29,2024-01-29 08:00,Iskander-M,Voronezh,east,1.0,0,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl,ballistic missile,russia,TV-guided,,0.0,2024,1,29,Monday,51.6605982,39.2005858
2024-01-29,2024-01-29 08:00,C-300,Donetsk,Donetsk oblast,3.0,0,kpszsu/posts/pfbid0m16n8ao5Mbm4TbZEATU85d1eF6KKh9Wy7sKiaeDh17e2xJJ1BGYJAjucGsC7KQ2Nl,surface-to-air missile,russia,,,0.0,2024,1,29,Monday,48.0158753,37.8013407
2024-01-28,2024-01-28 14:00,X-59,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid024RqfzGsFQzigc5gS9RTxkMKrsn6VhpKEnmHkAPZudACu48iDSNJyafe5E4Q35VV2l,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,28,Sunday,,
2024-01-28,2024-01-28 08:00,Shahed-136/131,Primorsko-Akhtarsk,east,8.0,4,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl,UAV,iran,loitering munition,Shahed Aviation Industries,50.0,2024,1,28,Sunday,46.043181,38.1554803
2024-01-28,2024-01-28 08:00,Iskander-M,Voronezh,Poltava oblast,2.0,0,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl,ballistic missile,russia,TV-guided,,0.0,2024,1,28,Sunday,51.6605982,39.2005858
2024-01-28,2024-01-28 08:00,C-300,Donetsk,Donetsk oblast,3.0,0,kpszsu/posts/pfbid031qg5j9ZsduJz1AfxUY8Fp6SZcueWj9ZebXvqNX6YMpubHQiuY7RsKptpWWh3d3qVl,surface-to-air missile,russia,,,0.0,2024,1,28,Sunday,48.0158753,37.8013407
2024-01-27,2024-01-27 08:00,Shahed-136/131,Primorsko-Akhtarsk,Kirovohrad oblast,4.0,4,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,1,27,Saturday,46.043181,38.1554803
2024-01-27,2024-01-27 08:00,Iskander-M,Rostov,Donetsk oblast,1.0,0,kpszsu/posts/pfbid02w8Ru5bwZB3P8wPcAZ56triFt34JrAuVbpKLQ9mfnfMFVsa347YWdjTYg22AVn7yAl,ballistic missile,russia,TV-guided,,0.0,2024,1,27,Saturday,47.6222451,40.7957942
2024-01-25,2024-01-25 16:00,X-59,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid02wZejgc9v12LCYb9QdcL5MKYeUFf1BMoNWdfHodnsB5WJv9R7uQ8qr9D7ZJjf95bl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,25,Thursday,,
2024-01-25,2024-01-25 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,14.0,11,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l,UAV,iran,loitering munition,Shahed Aviation Industries,78.57,2024,1,25,Thursday,46.043181,38.1554803
2024-01-25,2024-01-25 08:00,C-300,Belgorod,east,4.0,0,kpszsu/posts/pfbid0hWBjhrJKFKPG9TNSVznXmZGeyp6uLMkTBNeSPAV6zYwnHWqcEPMfyppnVk8bvmu9l,surface-to-air missile,russia,,,0.0,2024,1,25,Thursday,50.5955595,36.5873394
2024-01-24,2024-01-24 15:00,X-59,,Dnipropetrovsk oblast,2.0,2,pvkshid/posts/pfbid027NXrhdgPRPMRzJwvEiTdtJVaksfBGicf9RnDZaYKHD5GXb5rH3vYmuHEMyXacGWKl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,24,Wednesday,,
2024-01-24,2024-01-24,Merlin-VR,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid02Hn8vu1jrMnorpxkXz9x3qTYbqyVNZWMfdEUQgbQb8F339vgyFZK8Urvb8KiV9smWl,UAV,russia,reconnaissance,,100.0,2024,1,24,Wednesday,,
2024-01-23,2024-01-23 08:00,X-59,Belgorod,east,2.0,1,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,50.0,2024,1,23,Tuesday,50.5955595,36.5873394
2024-01-23,2024-01-23 08:00,X-22,Bryansk,north-east,8.0,0,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l,cruise missile,russia,air-to-surface,,0.0,2024,1,23,Tuesday,53.2423778,34.3668288
2024-01-23,2024-01-23 08:00,X-101/X-555,Engels-2,Ukraine,15.0,15,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l,cruise missile,russia,air-launched,,100.0,2024,1,23,Tuesday,51.48398655,46.21080349538265
2024-01-23,2024-01-23 08:00,Iskander-M,Belgorod,east,12.0,5,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l,ballistic missile,russia,TV-guided,,41.67,2024,1,23,Tuesday,50.5955595,36.5873394
2024-01-23,2024-01-23 08:00,C-300/C-400,Belgorod,Kharkiv oblast,4.0,0,kpszsu/posts/pfbid02hwJTyY51pYR6KsgoVdceL5qW3K6rfvFCB6o3XTrjur31EgGcHjHSa6re5RsNVob5l,surface-to-air missile,russia,,,0.0,2024,1,23,Tuesday,50.5955595,36.5873394
2024-01-22,2024-01-22 18:00,X-59,,Mykolaiv oblast,1.0,1,kpszsu/posts/pfbid02uzgctf2pwWp9pfqbLxn6TGiHmRWASf7DBgaQnwBpFeKfJS15eYCxththnJ4FET9hl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,22,Monday,,
2024-01-22,2024-01-22 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,8.0,8,kpszsu/posts/pfbid09w4LUn6jv92EPGPynvouRsPdXgnZoBq73TvNdiyd8CskH8WpV5imvXmhwoQEXGGBl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,1,22,Monday,46.043181,38.1554803
2024-01-21,2024-01-21,X-59,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid02937chcTZ68Dfdn9oKBVGz13Eozbb5LWXLaCzUDn16YfU7zuhWqsVtTLwyLGFAJ4l,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,1,21,Sunday,,
2024-01-20,2024-01-20 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,7.0,4,kpszsu/posts/pfbid0bvNheJ2qkmKuvi8qnBPBSP1kT6vHMP9Lr5sZ7UrCjFCwyPrQDA6BVPxQLLGwaKEhl,UAV,iran,loitering munition,Shahed Aviation Industries,57.14,2024,1,20,Saturday,46.043181,38.1554803
2024-01-20,2024-01-20 08:00,C-300,Luhansk,Donetsk oblast,3.0,0,kpszsu/posts/pfbid0bvNheJ2qkmKuvi8qnBPBSP1kT6vHMP9Lr5sZ7UrCjFCwyPrQDA6BVPxQLLGwaKEhl,surface-to-air missile,russia,,,0.0,2024,1,20,Saturday,49.2724587,38.9150477
2024-01-18,2024-01-18 08:00,Shahed-136/131,Primorsko-Akhtarsk,south and north,33.0,22,kpszsu/posts/pfbid0kruLtrbU8iptT2tEj2YcVaWqHkB9KceLPyXH5nA5iDMKk2ZPBJn6zTBEWo9X3TQ7l,UAV,iran,loitering munition,Shahed Aviation Industries,66.67,2024,1,18,Thursday,46.043181,38.1554803
2024-01-18,2024-01-18 08:00,C-300,Belgorod,Kharkiv oblast,2.0,0,kpszsu/posts/pfbid0kruLtrbU8iptT2tEj2YcVaWqHkB9KceLPyXH5nA5iDMKk2ZPBJn6zTBEWo9X3TQ7l,surface-to-air missile,russia,,,0.0,2024,1,18,Thursday,50.5955595,36.5873394
2024-01-17,2024-01-17 08:00,Shahed-136/131,,Ukraine,19.0,19,kpszsu/posts/pfbid037L8CTbnBAgLvpfZzRpooGprNEfwNTJmnZbmdvXJaZEkqBNgbRzmypCcwpB2Amt6yl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,1,17,Wednesday,,
2024-01-17,2024-01-17 08:00,C-300,Belgorod,Kharkiv oblast,2.0,0,kpszsu/posts/pfbid037L8CTbnBAgLvpfZzRpooGprNEfwNTJmnZbmdvXJaZEkqBNgbRzmypCcwpB2Amt6yl,surface-to-air missile,russia,,,0.0,2024,1,17,Wednesday,50.5955595,36.5873394
